name,address,vaccine,postal
Pancare Medical Clinic,"133 Ang Mo Kio Avenue 3 #01-1643, Singapore 560133",Pfizer/Comirnaty (JN.1) (12 years old & above),560133
Hui Clinic + Surgery,"157 Ang Mo Kio Avenue 4, #01-566, Singapore 560157",Moderna/Spikevax (JN.1) (12 years old and above),560157
Frontier Medical Associates,"163 Ang Mo Kio Avenue 4, #01-426, Singapore 560163",Pfizer/Comirnaty (JN.1) (12 years old & above),560163
CareDoc Medical Clinic,"215 Ang Mo Kio Avenue 1 #01-907, Singapore 560215",Pfizer/Comirnaty (JN.1) (12 years old & above),560215
Healthway Medical,"330 Ang Mo Kio Ave 1 #01-1803, Singapore 560330",Pfizer/Comirnaty (JN.1) (12 years old & above),560330
Intemedical Teck Ghee,"338 Ang Mo Kio Avenue 1, Teck Ghee Court, #01-1625, Singapore 560338",Pfizer/Comirnaty (JN.1) (12 years old & above),560338
360 Clinic,"407 Ang Mo Kio Avenue 10, Teck Ghee Square, #01-749, Singapore 560407",Pfizer/Comirnaty (JN.1) (12 years old & above),560407
HK Family Clinic & Surgery,"410 Ang Mo Kio Avenue 10 #01-817, Singapore 560410",Pfizer/Comirnaty (JN.1) (12 years old & above),560410
1 Medical Teck Ghee,"410 Ang Mo Kio Ave 10, Teck Ghee Square, #01-837, Singapore 560410","Pfizer/Comirnaty (JN.1) (12 years old & above)(5 to 11 years old), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above)",560410
OneCare Clinic Ang Mo Kio ,"452 Ang Mo Kio Avenue 10, #01-1789, Singapore 560452",Pfizer/Comirnaty (JN.1) (12 years old & above),560452
Healthway Medical (Ang Mo Kio Ave 10),"452 Ang Mo Kio Avenue 10 #01-1787, Singapore 560452","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old and above)",560452
MyCLNQ Medical Pte Ltd,"554 Ang Mo Kio Avenue 10, Cheng San Place #01-2048, Singapore 560554",Pfizer/Comirnaty (JN.1) (12 years old & above),560554
Well Family Clinic & Surgery,"555 Ang Mo Kio Avenue 10, #01-1948, Singapore 560555",Pfizer/Comirnaty (JN.1)(6 months to 4 years old)(5 to 11 years old),560555
Keystone clinic & surgery,"632 Ang Mo Kio Avenue 4, #01-966, Singapore 560632",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),560632
Bethesda Medical @ AMK,"709 Ang Mo Kio Avenue 8, #01-2583, Singapore 560709",Pfizer/Comirnaty (JN.1) (12 years old & above)(5 to 11 years old),560709
SATA CommHealth Ang Mo Kio Medical Centre,715 Ang Mo Kio Avenue 6 #01-4008 & 4010 Singapore 560715,Pfizer/Comirnaty (JN.1) (12 years old & above),560715
Family Medicare Clinic & Surgery,"721 Ang Mo Kio Avenue 8, #01-2815, Singapore 560721",Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above),560721
Healthway Medical Clinic (Ang Mo Kio Ave 8),"721 Ang Mo Kio Avenue 8 #01-2805, Singapore 560721",Pfizer/Comirnaty (JN.1) (12 years old & above),560721
Raffles Medical (Ang Mo Kio),"722 Ang Mo Kio Ave 8, #01-2825, Singapore 560722",Pfizer/Comirnaty (JN.1) (12 years old & above),560722
Trucare Medical & Surgery (AMK),"226A Ang Mo Kio Avenue 1 #01-631 Kebun Baru Mall, Singapore 561226",Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above),561226
Acehealth Medical,"316B Ang Mo Kio Street 31, Teck Ghee Vista #01-10, Singapore 563316",Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above),563316
Ang Mo Kio Family Medicine Centre,"4190 Ang Mo Kio Avenue 6, Broadway Plaza #03-01, Singapore 569841",Pfizer/Comirnaty (JN.1) (12 years old & above),569841
Minmed Clinic (Ang Mo Kio),"53 Ang Mo Kio Avenue 3, AMK Hub #03-25, Singapore 569933",Pfizer/Comirnaty (JN.1) (12 years old & above),569933
Goodhealth Medical & Surgery,"116 Bishan Street 12, Bishan View, #01-34, Singapore 570116","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",570116
DR+ Medical & Paincare Bishan Clinic,"121 Bishan Street 12 #01-95, Singapore 570121",Pfizer/Comirnaty (JN.1) (12 years old & above),570121
Edgedale Medical Clinic (Bishan),"212 Bishan Street 23, #B1-257, Singapore 570212","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(6 months to 4 years old)(5 years old to 11 years old)(12 years old and above)",570212
OneCare Clinic Bishan,"279 Bishan Street 24, #01-44, Singapore 570279",Pfizer/Comirnaty (JN.1) (12 years old & above),570279
ASPEN Clinic,"283 Bishan Street 22 #01-185, Singapore 570283",Pfizer/Comirnaty (JN.1) (5 to 11 years old),570283
1 Bishan Medical Clinic,"283 Bishan Street 22, #01-191, Singapore 570283",Pfizer/Comirnaty (JN.1)(5 to 11 years old) (12 years old & above),570283
Raffles Medical (Bishan),"283 Bishan Street 22, #01-177, Singapore 570283",Pfizer/Comirnaty (JN.1) (12 years old & above),570283
Healthcare Family Clinic & Surgery,"403 Sin Ming Avenue #01-311, Singapore 570403","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above)",570403
P Tan Family Medicine Clinic,"503 Bishan Street 11, #01-464, Singapore 570503","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old and above)",570503
T P Sim Family Clinic & Surgery,"509 Bishan Street 11, #01-378, Singapore 570509",Pfizer/Comirnaty (JN.1) (12 years old & above),570509
Marymount Family Clinic,"14 Shunfu Rd, #01-50 Jadescape, Singapore 575748",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),575748
Binjai Medical & Paincare Clinic,"23 Binjai Park, Singapore 589828",Pfizer/Comirnaty (JN.1) (12 years old & above),589828
Shenton Medical Group (Toh Yi),"18 Toh Yi Drive #01-103 , Singapore 590018",Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above),590018
Arcadia Clinic,"2 Pandan Valley #01-211, Singapore 597626","Pfizer/Comirnaty (JN.1) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",597626
Silver Cross Medical (Cheong Chin Nam Road) ,"3 Cheong Chin name Road, Singapore 599728","Pfizer/Comirnaty (JN.1) (5 to 11 years old), Moderna/Spikevax (JN.1) (6 years old to 11 years old)",599728
Newlife Family Clinic & Surgery,"61 Teban Gardens Road, #01-20, Singapore 600061",Pfizer/Comirnaty (JN.1) (12 years old & above),600061
Teban Garden Clinic,"61 Teban Gardens Road, Teban Place #01-01, Singapore 600061","Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",600061
EJ Tan Clinic and Surgery,"104 Jurong East Street 13 #01-100, Singapore 600104",Pfizer/Comirnaty (JN.1) (12 years old & above),600104
Pancare Medical (Jurong East),"104 Jurong East Street 13, Jurong East Ville #01-104, Singapore 600104",Pfizer/Comirnaty (JN.1) (12 years old & above),600104
Healthveer Medical Clinic (Jurong East),"114 Jurong East Stree 13, Jurong East Ville #01-406, Singapore 600114","Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",600114
Trinity Medical (Jurong East),"130 Jurong Gateway Road, #02-205/207, Singapore 600130",Pfizer/Comirnaty (JN.1) (12 years old & above),600130
Raffles Medical (only accessible via stairs),"131 Jurong Gateway Road #01-267, Singapore 600131",Pfizer/Comirnaty (JN.1) (12 years old & above),600131
SATA CommHealth Jurong Medical Centre,"135 Jurong Gateway Road #04-345, Singapore 600135",Pfizer/Comirnaty (JN.1) (12 years old & above),600135
UniHealth 24-HR Clinic (Jurong East),"135 Jurong Gateway Rd, #01-317, Singapore 600135",Pfizer/Comirnaty (JN.1) (12 years old & above))5 to 11 years old),600135
Eastern Clinic & Surgery Pte Ltd,"235 Jurong East Street, #01-316, Singapore 600235",Pfizer/Comirnaty (JN.1) (12 years old & above),600235
Medico Clinic & Surgery,"249 Jurong East Street 24, #01-88, Singapore 600249",Pfizer/Comirnaty (JN.1) (12 years old & above),600249
Mary Medical Clinic and Surgery,"252 Jurong East Street 24, #01-157, Singapore 600252","Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",600252
Healthway Medical  (Jurong East Ave 1),"350 Jurong East Avenue 1 #01-1225, Singapore 600350",Pfizer/Comirnaty (JN.1) (12 years old & above),600350
The Clinic @ Westgate,"3 Gateway Drive, Westgate #04-25, Singapore 608532","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old and above)",608532
Minmed Clinic (Jurong East),"50 Jurong Gateway Road, Jem #04-17, Singapore 608549",Moderna/Spikevax (JN.1) (12 years old & above),608549
Acumed Medical (Taman Jurong),"64 Yung Kuang Road #01-107/11, Singapore 610064",Pfizer/Comirnaty (JN.1) (12 years old & above),610064
"Doctors Koo, Loh & Associates","152 Yung Ho Road #B1-03, Singapore 610152","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",610152
ProHealth Medical Group @Taman Jurong ,"399 Yung Sheng Road, Taman Jurong Shopping Centre #01-56, Singapore 610399",Pfizer/Comirnaty (JN.1) (12 years old & above),610399
Minmed Clinic (Boon Lay),"221 Boon Lay Place, Boon Lay Shopping Centre #01-108, Singapore 640221",Pfizer/Comirnaty (JN.1) (12 years old & above),640221
360 Clinic,"221 Boon Lay Place, #01-226A, Singapore 640221",Pfizer/Comirnaty (JN.1) (12 years old & above),640221
Hisemainn Medical Clinic,"276 Jurong West Street 25 #01-06, 640276",Pfizer/Comirnaty (JN.1) (12 years old & above),640276
HeartlandHealth (Jurong West),"463 Jurong West Street 41, #01-564, Singapore 640463","Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above), Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above)",640463
Central 24-HR Clinic (Jurong West),"492 Jurong West Street 41 #01-54, Singapore 640492",Pfizer/Comirnaty (JN.1) (12 years old & above),640492
Advantage Medical Clinic (Jurong West),"492 Jurong West Street 41, #01-56, Singapore 640492","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old & above)",640492
The Family Wellness Clinic,"498 Jurong West Street 41, #01-482, Singapore 640498",Pfizer/Comirnaty (JN.1) (12 years old & above)(5 to 11 years old),640498
Silver Cross Medical (Jurong West Ave 1),"502 Jurong West Avenue 1, #01-803, Singapore 640502",Moderna/Spikevax (JN.1) (12 years old and above),640502
iDOC Clinic (Hong Kah) Pte Ltd,"502 Jurong West Avenue 1, #01-813, Hong Kah Court, Singapore 640502","Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1) (5 years old to 11 years old)(12 years old and above)",640502
OneCare Clinic Jurong West,"504 Jurong West Street 51, #01-217, Singapore 640504",Pfizer/Comirnaty (JN.1) (12 years old & above),640504
Tayka Medical Family Clinic,"526 Jurong West Street 52 #01-323, Singapore 640526",Pfizer/Comirnaty (JN.1) (12 years old & above),640526
TC Family Clinic Pte. Ltd.,"526 Jurong West Street 52, #01-325, Singapore 640526",Pfizer/Comirnaty (JN.1) (12 years old & above),640526
Healthmark Pioneer Mall Clinic,"638 Jurong West Street 61, Pioneer Mall #02-08, Singapore 640638",Pfizer/Comirnaty (JN.1) (12 years old & above),640638
Healthway Medical (Jurong West Central 1),"690 Jurong West Central 1, #01-193, Singapore 640690",Pfizer/Comirnaty (JN.1) (12 years old & above),640690
Pier Medical Centre,"725 Jurong West Ave 5 #B1-164, Singapore 640725",Pfizer/Comirnaty (JN.1) (12 years old & above),640725
FAITH Clinic (Jurong West),"762 Jurong West Street 75, Gek Poh Shopping Centre #02-256D, Singapore 640762",Pfizer/Comirnaty (JN.1) (12 years old & above),640762
Lee Family Clinic Pte.Ltd,"762 Jurong West Street 75, Gek Poh Shopping Centre #02-256, Singapore 640762",Pfizer/Comirnaty (JN.1) (12 years old & above),640762
"Drs Oh, Lim, Wong & Partners","959 Jurong West 92, #01-154, Singapore 640959",Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above),640959
Healthway Medical (Juring West St 92),"960 Jurong West Street 92, #01-166, Singapore 640960",Pfizer/Comirnaty (JN.1) (12 years old & above),640960
Lakeside Family Medicine Clinic,"518A Jurong West Street 52, # 01-02, Singapore 641518",Moderna/Spikevax (JN.1) (12 years old and above),641518
Frontier Medical Associates (Jurong West),"678D Jurong West Street 64, #01-347, Singapore 644678",Pfizer/Comirnaty (JN.1) (12 years old & above),644678
Acumed Medical Group Jurong Point,"1 Jurong West Central 2, #B1A-19E, Jurong Point Shopping Centre, Singapore 648886",Pfizer/Comirnaty (JN.1) (12 years old & above),648886
Dr. W.K. Koo & Associates P.L.,"1 Jurong West Central 2, Jurong Point Shopping Center #01-16A/B, Singapore 648886","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",648886
Minmed 24-Hr Clinic (Jurong West),"1 Jurong West Central 2, Jurong Point #01-17E, Singapore 648886",Pfizer/Comirnaty (JN.1) (12 years old & above),648886
Raffles Medical (Jurong Point),"1 Jurong West Central 2, Jurong Point Shopping Centre JP1 #B1A -19D, Singapore 648886",Moderna/Spikevax (JN.1) (12 years old and above),648886
Fullerton Healthcare @ Drs Trythall Hoy Davies,"1 Jurong West Central 2, #B1A-19B, Jurong Point Shopping Centre JP1, Singapore 648886",Moderna/Spikevax (JN.1)(12 years old and above),648886
Healthway Medical (Bukit Batok St 11),"153 Bukit Batok Street 11, #01-284, Singapore 650153","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old and above)",650153
HeartlandHealth (Bukit Batok),"164 Bukit Batok Street 11, #01-152, Singapore 650164","Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above), Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above)",650164
Universal Medical Clinic (Bukit Batok),"164 Bukit Batok Street 11, #01-144, Singapore 650164","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old and above)",650164
Erena Family Clinic,"280 Bukit Batok East Avenue 3, #01-317, Singapore 650280",Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above),650280
Excelsior Clinc & Surgery,"283 Bukit Batok East Avenue 3, #01-261, Singapore 650283","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(6 months to 4 years old)(5 years old to 11 years old)(12 years old and above)",650283
EH Medical Family Clinic (Bukit Batok),"292 Bukit Batok East Avenue 6 #01-07, Singapore 650292",Pfizer/Comirnaty (JN.1) (12 years old & above),650292
Family Care Clinic Pte Ltd,"15 Bukit Batok West Avenue 4, #01-272, Singapore 650415",Pfizer/Comirnaty (JN.1) (12 years old & above),650415
Frontier Medical Associates (Bukit Batok West),"440 Bukit Batok West Avenue 8, #01-05, Singapore 650440",Pfizer/Comirnaty (JN.1) (12 years old & above),650440
Frontier Medical Associates,"Blk 451 Bukit Batok West Ave 6 #1-7, Singapore 650451",Pfizer/Comirnaty (JN.1) (12 years old & above),650451
Dr Stanley Peck Family Clinic,"636 Bukit Batok Central #01-06, Singapore 650636",Pfizer/Comirnaty (JN.1) (12 years old & above),650636
Bukit Batok Family Clinic ,"432A Bukit Batok West Avenue 8, #01-05, Singapore 651432",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),651432
Hisemainn Medical Clinic Bukit Batok,"289E Bukit Batok Street 25, #01-160, Singapore 654289",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),654289
ProHealth Medical Group (Bukit Batok),"4 Bukit Batok Street 41, #01-76 Le Quest Mall, Singapore 657991",Pfizer/Comirnaty (JN.1) (12 years old & above),657991
St Luke's Community Clinic,"2 Bukit Batok Street 11, ST Luke's Hospital Block C, Singapore 659674","Pfizer/Comirnaty (JN.1) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",659674
Northeast Medical Group (Bukit Batok),"10 Bukit Batok Central, Bukit Batok MRT Station, #01-01, Singapore 659958",Pfizer/Comirnaty (JN.1) (5 to 11 years old),659958
Phoenix Medical Group (Hillview),"4 Hillview Rise #02-20, Singapore 667979",Pfizer/Comirnaty (JN.1) (12 years old & above),667979
Cashew Medical and Surgery,"445 Fajar Road, Fajar Shopping Centre #2-522, Singapore 670445",Pfizer/Comirnaty (JN.1) (12 years old & above),670445
Healthway Medical (Fajar Shopping Centre),"445 Fajar Road, Fajar Shopping Centre #02-534, Singapore 670445",Moderna/Spikevax (JN.1) (12 years old and above),670445
OneCare Clinic Senja,"643 Senja Close, #01-03, Singapore 670643",Pfizer/Comirnaty (JN.1) (12 years old & above),670643
Prohealth 24-Hour Medical Clinic,"259 Bukit Panjang Ring Road #01-18, Singapore 671259",Pfizer/Comirnaty (JN.1) (12 years old & above),671259
Healthsprings Medical Clinic (Bukit Panjang),"524A Jelapang Rd,Greenridge Shopping Centre #02-01/02, Singapore 671524",Pfizer/Comirnaty (JN.1) (12 years old & above),671524
Lifecare Family Clinic,"524a Jelapang Road, Greenridge Shopping Centre #02 - 15, Singapore 671524",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),671524
Sunbeam Medical Clinin,"443C Fajar Road, #01-76, Singapore 673443",Pfizer/Comirnaty (JN.1) (12 years old & above),673443
Pinnacle Family Clinic (Dairy Farm),"4 Dairy Farm Lane, #B1-07, Dairy Farm Mall, Sinapore 677622",Pfizer/Comirnaty (JN.1) (12 years old & above),677622
Healthway Medical (Bukit Panjang),"1 Jelebu Road, Bukit Panjang Plaza #01-62 Singapore 677743","Moderna/Spikevax (JN.1) (12 years old & above), Pfizer/Comirnaty (JN.1) (12 years old & above)",677743
Raffles Medical (Hillion Mall),"17 Petir Road, Hillion Mall, #02-07/08, 678278",Moderna/Spikevax (JN.1) (12 years old and above),678278
Evercare Medical Clinic,"475 Choa Chu Kang Avenue 3 #02-02, Singapore 680475",Pfizer/Comirnaty (JN.1) (12 years old & above),680475
Healthway Medical (Sunshine Place),"475 Choa Chu Kang Avenue 3, Sunshine Place #02-03, Singapore 680475",Pfizer/Comirnaty (JN.1) (12 years old & above),680475
Healthway Medical (Limbang Shopping Centre),"533 Choa Chu Kang Street 51, Limbang Shopping Centre #02-07, Singapore 680533",Pfizer/Comirnaty (JN.1) (12 years old & above),680533
Pinnacle Family Clinic (Yew Tee),"790 Choa Chu Kang North 6, #01-238, Singapore 680790",Pfizer/Comirnaty (JN.1) (12 years old & above),680790
Royal Carw Medical Family Clinic Choa Chu Kang,"818 Choa Chu Kang Avenue 1, #01-13, Singapore 680818",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),680818
Raffles Medical (YewTee Point),"21 Choa Chu Kang North 6, YewTee Point #01 - 02, Singapore 689578",Pfizer/Comirnaty (JN.1) (12 years old & above),689578
Keat Hong Family Medicine Clinic,"2 Choa Chu Kang Loop, #03-02 Keat Hong Community Club, Singapore 689687","Pfizer/Comirnaty (JN.1) (12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",689687
Raffles Medical (Lot 1),"21 Choa Chu Kang Avenue 4, Lot 1 Shoppers' Mall #B1 - 07A, Singapore 689812",Pfizer/Comirnaty (JN.1) (12 years old & above),689812
DR+ Medical Paincare Marsiling,"18 Marsiling Lane, Singapore 730018",Pfizer/Comirnaty (JN.1) (12 years old & above),730018
Martin Medical Centre,"111 Woodlands Street 13 #01-80, Singapore 730111",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),730111
57 Medical Clinic (Woodlands),"166 Woodlands Street 13, #01-533, Singapore 730166",Pfizer/Comirnaty (JN.1) (12 years old & above),730166
First Medical Clinic & Surgery,"167 Woodlands Street 11, #01-11, Singapore 730167","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1) (12 years old and above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",730167
Woodlands Medical Centre ,"210 Marsiling Crescent, #01-09, Singapore 730210",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old),730210
Doctors Clinic & Surgery ,"305 Woodlands Street 31 #01-91, Singapore 730305",Pfizer/Comirnaty (JN.1) (12 years old & above),730305
Frontier Medical Associates (Admiralty),"691 Woodlands Drive 73, #01-04, Singapore 730691",Pfizer/Comirnaty (JN.1) (12 years old & above),730691
MyDoctor@Admiralty Pte Ltd,"693 Woodlands Avenue 6, #01-03, Singapore 730693",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),730693
Healthway Medical (Woodlands Drive 70),"717 Woodlands Drive 70, #01-114, Singapore 730717",Moderna/Spikevax (JN.1) (12 years old and above),730717
Peace Family Clinic (WL832),"832 Woodlands Street 83, #01-71, Singapore 730832","Pfizer/Comirnaty (JN.1) (12 years old & above), Moderna/Spikevax (JN.1)(12 years old and above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",730832
Healthway Medical (888 Plaza),"888 Woodlands Drive 50, 888 Plaza #02-737, Singapore 730888",Pfizer/Comirnaty (JN.1) (12 years old & above),730888
SATA CommHealth Woodlands Medical Centre,"900 South Woodlands Drive #04-01 Civic Centre, Singapore 730900",Pfizer/Comirnaty (JN.1) (12 years old & above),730900
Admiralty Family Medical Clinic,"678A Woodlands Avenue 6, #03-15, Admiralty Place, Singapore 731678",Pfizer/Comirnaty (JN.1)(5 to 11 years old) (12 years old & above),731678
Yim Medical Centre (Admiralty Mrt),"678A Woodlands Avenue 6, Admiralty Place #03-16, Singapore 731678",Pfizer/Comirnaty (JN.1) (12 years old & above),731678
Frontier Medical Associates,"899C, Woodlands Drive 50 #01-296, Singapore 732899",Pfizer/Comirnaty (JN.1) (12 years old & above),732899
EH Medical,"785E Woodlands Rise #01-12, Singapore 735785",Pfizer/Comirnaty (JN.1) (12 years old & above),735785
Norwood Medical Clinic,"785E Woodlands Rise, #01-02, Singapore 735785",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),735785
Minmed Clinic (Woodlands),"6 Woodlands Square, Woods Square #09-06, Singapore 737737",Moderna/Spikevax (JN.1) (12 years old & above),737737
Raffles Medical (Causeway Point),"1 Woodlands Square, Causeway Point #05-20, Singapore 738099",Pfizer/Comirnaty (JN.1) (12 years old & above),738099
Frontier Medical Associates (Canberra),"105 Canberra Street, #01-11, Singapore 750105",Pfizer/Comirnaty (JN.1) (12 years old & above),750105
T Medical Clinic (Canberra),"115 Canberra Walk #01-05, Singapore 750115",Pfizer/Comirnaty (JN.1) (12 years old & above),750115
BestMed Family Clinic & Homecare,"126 Canberra Street, Multistorey Park, #01-04, Singapore 750126",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),750126
Viva Medical Group (Canberra Plaza),"133 Canberra View, Canberra Plaza #02-14, Singapore 750133",Pfizer/Comirnaty (JN.1) (12 years old & above),750133
MyDoctor@Canberra,"133 Canberra View, Canberra Plaza, #03-10/11, Singapore 750133",Pfizer/Comirnaty (JN.1) (12 years old & above),750133
Raffles Medical (Sembawang Way),"355 Sembawang Way, #01-06 Singapore 750355",Pfizer/Comirnaty (JN.1) (12 years old & above),750355
Healthway Medical (Sembawang Drive),"406 Sembawang Drive, #01-820, Singapore 750406",Pfizer/Comirnaty (JN.1) (12 years old & above),750406
Healthway Medical (Sun Plaza),"30 Sembawang Drive, Sun Plaza #03-20, Singapore 757713",Pfizer/Comirnaty (JN.1) (12 years old & above),757713
Healthway Medical Clinic (Yishun Chong Pang),"101 Yishun Avenue 5 #01-15, Singapore 760101",Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above),760101
Faircare Family Clinic (Yishun),"103 Yishun Ring Road, #01-73, Singapore 760103","Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(6 months to 4 years old)(5 years old to 11 years old)(12 years old and above)",760103
Unihealth 24-Hr Clinic (Yishun),"103 Yishun Ring Road, #01-99, Singapore 760103",Pfizer/Comirnaty (JN.1) (12 years old & above),760103
I-Health Medical Clinic (Chong Pang),"106 Yishun Ring Road, #01-151, Singapore 760106",Pfizer/Comirnaty (JN.1) (12 years old & above),760106
Kindred Family Clinic (Yishun),"172 Yishun Avenue 7, #01-787, Singapore 760172",Pfizer/Comirnaty (JN.1) (12 years old & above),760172
I-Health Medical Clinic (Yishun),"292 Yishun Street 22, #01-285, Singapore 760292",Pfizer/Comirnaty (JN.1) (12 years old & above),760292
Bethesda Medical @ Yishun,"293 Yishun Street 22, #01-223, Singapore 760293","Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above)",760293
Royal Care Medical Clinic Yishun Junction 9,"317 Yishun Avenue 9, HDB Multi-Storey Carpark #01-03, Singapore 760317",Pfizer/Comirnaty (JN.1) (12 years old & above),760317
Mission Cross Family Clinic,"348 Yishun Avenue 11, #1-03 Singapore 760348",Moderna/Spikevax (JN.1) (12 years old and above),760348
Healthway Medical (Yishun Ave 11),"417 Yishun Avenue 11 #01-321, Singapore 760417",Pfizer/Comirnaty (JN.1) (12 years old & above),760417
OneCare Medical Clinic (Yishun),"431 Yishun Avenue 1 #01-04, Singapore 760431",Pfizer/Comirnaty (JN.1) (12 years old & above),760431
Healthway Medical (Yishun Avenue 6),"461 Yishun Avenue 6, #01-05, Singapore 760461",Moderna/Spikevax (JN.1) (12 years old and above),760461
Platinum Medical Centre pte Ltd,"504 Yishun Street 51, Multi Storey Car park #01-02, Singapore 760504","Pfizer/Comirnaty (JN.1) (5 to 11 years old) (12 years old & above), Moderna/Spikevax (JN.1)(5 years old to 11 years old)(12 years old and above)",760504
Famfirst Medical Clinic Pte Ltd,"513 Yishun Street 51, Saraca Breeze @ Yishun #01-03, Singapore 760513","Pfizer/Comirnaty (JN.1)(5 to 11 years old)(12 years old & above), Novavax /Nuvaxovid (XBB. 1.5) (12 years old & above)",760513
57 Medical Clinic (Yishun),"618 Yishun Ring Road, #01-3238, Singapore 760618",Pfizer/Comirnaty (JN.1) (12 years old & above),760618
United Health Family Clinic & Surgery,"627 Yishun Street 61 #01-63, Singapore 760627",Pfizer/Comirnaty (JN.1) (12 years old & above),760627
Frontier Medical Associates Yishun,"654 Yishun Avenue 4 #01-437, Singapore 760654",Pfizer/Comirnaty (JN.1) (12 years old & above),760654
Royal Care Medical Yishun Grove,"675 Yishun Avenue 4, #01-07, Singapore 760675",Pfizer/Comirnaty (JN.1) (6 months to 4 years old) (5 to 11 years old) (12 years old & above),760675
Healthway Medical (Yishun Street 72),"748 Yishun Street 72 #01-230, Singapore 760748",Pfizer/Comirnaty (JN.1) (12 years old & above),760748
